id,source,board,title,body,label,confidence,intensity,is_sarcasm,model
433130,DCINSIDE,chartanalysis,미친 주말근트장 포모,,POSITIVE,85,65,False,gemini-3.6-flash
433131,DCINSIDE,chartanalysis,야심한 9월12일 오후9시의 지듣노...,,NEUTRAL,75,0,False,gemini-3.6-flash
432717,DCINSIDE,chartanalysis,실트저,,NEUTRAL,30,0,False,gemini-3.6-flash
433133,COINPAN,free,리스크 가는거야?,,NEUTRAL,60,20,False,gemini-3.6-flash
432713,DCINSIDE,bitcoins_new1,리스크형 감솨,,POSITIVE,85,60,False,gemini-3.6-flash
432720,COINPAN,free,50%빔 나올때 됐는데,,POSITIVE,75,60,False,gemini-3.6-flash
432718,DCINSIDE,chartanalysis,니들 업비트kbw갈거냐,,NEUTRAL,90,0,False,gemini-3.6-flash
432719,DCINSIDE,chartanalysis,베이직어텐션토큰 2억어치사서 손절쳤던 사람,,NEGATIVE,95,-70,False,gemini-3.6-flash
432714,DCINSIDE,bitcoins_new1,숏충이 손절했네 바로 내릴께,,POSITIVE,85,60,True,gemini-3.6-flash
432715,DCINSIDE,bitcoins_new1,유니스왑사라,,POSITIVE,80,60,False,gemini-3.6-flash
432721,COINPAN,free,과세유예 10% 남았다. 빨리하자.,,POSITIVE,85,60,False,gemini-3.6-flash
432722,COINPAN,free,미나 숨겨논 보석이네,,POSITIVE,85,60,False,gemini-3.6-flash
432716,DCINSIDE,bitcoins_new1,281사서 292판매 또 보자,,POSITIVE,95,60,False,gemini-3.6-flash
432699,DCINSIDE,chartanalysis,저 중국 코인은 어이가 없노,,NEGATIVE,70,-40,False,gemini-3.6-flash
432704,DCINSIDE,binance,여기가 베스트네,,NEUTRAL,40,0,False,gemini-3.6-flash
432705,COINPAN,free,형 ㅂㅅ인데 소개팅하면서 들은 제일 ㅂㅅ같았던 말,,NEUTRAL,60,0,False,gemini-3.6-flash
432700,DCINSIDE,chartanalysis,리스크 오늘 고점에서 숏 괜히참았네,,NEGATIVE,85,-60,False,gemini-3.6-flash
432701,DCINSIDE,chartanalysis,솔직히 업비트 임원들 얼마나부자일지 상상이안감,,NEUTRAL,80,0,False,gemini-3.6-flash
432706,COINPAN,free,하루종일 양치 안하고 스틱치실로,,NEUTRAL,80,0,False,gemini-3.6-flash
432707,COINPAN,free,짱깨코인 17년도 한국이네.. 개불장이고,,POSITIVE,85,75,False,gemini-3.6-flash
432702,DCINSIDE,chartanalysis,마음을 평안하게 가지니까.,,NEUTRAL,60,10,False,gemini-3.6-flash
432703,DCINSIDE,chartanalysis,으흐흐 입금대기중,,POSITIVE,85,60,False,gemini-3.6-flash
432679,COINPAN,free,클래리티법안 우째될거같노,,NEUTRAL,85,0,False,gemini-3.6-flash
432678,DCINSIDE,chartanalysis,이더 평단은 좋은데 쥐좆시드라,,POSITIVE,85,40,False,gemini-3.6-flash
432680,COINPAN,free,형 다이소 옷샀다!!,,POSITIVE,85,60,False,gemini-3.6-flash
432673,DCINSIDE,bitcoins_new1,크립토 야호~~,,POSITIVE,90,80,False,gemini-3.6-flash
432681,COINPAN,free,코인과세유의 청원 90% 돌파 ㄷㄷㄷ,,NEUTRAL,85,10,False,gemini-3.6-flash
432674,DCINSIDE,bitcoins_new1,"■비트코인 3-4억, 이더리움 최소 2500만원 감 100%임■",,POSITIVE,95,90,False,gemini-3.6-flash
432675,DCINSIDE,bitcoins_new1,이더리움 5년매집 고생했다. 현물바닥200만대 절~대안판다,,POSITIVE,95,80,False,gemini-3.6-flash
432676,DCINSIDE,bitcoins_new1,너가 숏잡아서 한번더올릴께 ㅇㅇ,,POSITIVE,85,60,True,gemini-3.6-flash
432677,DCINSIDE,bitcoins_new1,더 떨어져야 대 그래야 내가 줍줍함ㅋ,,POSITIVE,85,60,False,gemini-3.6-flash
432652,DCINSIDE,bitcoins_new1,●비트코인 바닥 신호 나온 이유 사진한장으로 증명함,,NEUTRAL,80,0,False,gemini-3.6-flash
432654,COINPAN,free,이용하지 말고 지키자,,NEUTRAL,60,0,False,gemini-3.6-flash
432655,COINPAN,free,봉크가이 씹련,,NEGATIVE,90,-80,False,gemini-3.6-flash
432653,DCINSIDE,bitcoins_new1,리스크 대운지 시작됫다,,NEGATIVE,95,-85,False,gemini-3.6-flash
432656,COINPAN,free,푸틴형 미사일싸줘요 빵야빵야,,NEGATIVE,85,-75,True,gemini-3.6-flash
432645,COINPAN,free,아파트 줬갔네,,NEGATIVE,95,-90,False,gemini-3.6-flash
432629,COINPAN,free,랍스터 끝없이 오른다,,POSITIVE,90,80,False,gemini-3.6-flash
432626,DCINSIDE,bitcoins_new1,아직도 모르겠어? 먹는 사람은 따로 있어..,,NEGATIVE,85,-60,False,gemini-3.6-flash
432630,COINPAN,free,수십발만 쏘겠냐 가짜섞어서 수백발 쏜다 다못막는다고본다,,POSITIVE,85,75,False,gemini-3.6-flash
432627,DCINSIDE,bitcoins_new1,ㄱㅊ 빠졌다가 오를 거임,,POSITIVE,85,60,False,gemini-3.6-flash
432631,COINPAN,free,누가 모카사라해서 삿는데,,NEGATIVE,85,-60,False,gemini-3.6-flash
432632,COINPAN,free,웜홀투자하다 인생 나락갔습니다,,NEGATIVE,95,-90,False,gemini-3.6-flash
432628,DCINSIDE,chartanalysis,은박지 진짜 사러간다,,NEGATIVE,85,-70,False,gemini-3.6-flash
432609,DCINSIDE,bitcoins_new1,이름부터가 리스크,,NEGATIVE,75,-40,False,gemini-3.6-flash
432612,COINPAN,free,싸이식 하따 들어가는 매케산 흙똥돼지 있나요,,NEUTRAL,60,0,False,gemini-3.6-flash
432610,DCINSIDE,bitcoins_new1,수익 오늘 개박살 낫네,,NEGATIVE,95,-85,False,gemini-3.6-flash
432611,DCINSIDE,bitcoins_new1,바닥 찍고 불장 신호옴 드가자!,,POSITIVE,95,85,False,gemini-3.6-flash
432613,COINPAN,free,봉크가이 씨발련 ㅋㅋㅋㅋ 욕박으니깐 바로차단박네,,NEGATIVE,90,-60,False,gemini-3.6-flash
432588,DCINSIDE,bitcoins_new1,여기 정병 한명있는거 같네,,NEGATIVE,75,-40,False,gemini-3.6-flash
432589,DCINSIDE,bitcoins_new1,형이 말햇지,,NEUTRAL,40,0,False,gemini-3.6-flash
432591,DCINSIDE,chartanalysis,1500불 1초만에 청산당함,,NEGATIVE,95,-90,False,gemini-3.6-flash
432592,COINPAN,free,롱샤 저건 240퍼 올리고 몇시간동안 옆차기 존나하네,,NEGATIVE,80,-40,False,gemini-3.6-flash
432594,COINPAN,free,코인판 형들이 선물하다날린 달라ㅠㅠㅠㅠㅠ,,NEGATIVE,95,-80,False,gemini-3.6-flash
432593,COINPAN,free,진ㅊ.ㅏ,,NEUTRAL,30,0,False,gemini-3.6-flash
432590,DCINSIDE,bitcoins_new1,은행 다니는 사람 확인 좀.,,NEUTRAL,85,0,False,gemini-3.6-flash
432562,COINPAN,free,쫌있으면 클럽 입장할건데 가기가 싫다,,NEGATIVE,85,-60,False,gemini-3.6-flash
432563,COINPAN,free,랍스터 1달러 갈거 같냐 왜,,NEUTRAL,60,0,False,gemini-3.6-flash
432559,DCINSIDE,bitcoins_new1,그게 나다 씨발련아,,NEGATIVE,85,-60,False,gemini-3.6-flash
432564,COINPAN,free,풀숏 가주아,,NEGATIVE,90,-80,False,gemini-3.6-flash
432565,COINPAN,free,조만간 큰거 온다,,POSITIVE,75,60,False,gemini-3.6-flash
432560,DCINSIDE,bitcoins_new1,NFT 시즌 한번 더 올거같지않냐,,POSITIVE,75,50,False,gemini-3.6-flash
432561,DCINSIDE,bitcoins_new1,트럼프빔 지나갑니다~!,,POSITIVE,85,70,False,gemini-3.6-flash
432542,DCINSIDE,bitcoins_new1,세력1팀 리스크형 봐라,,NEUTRAL,60,0,False,gemini-3.6-flash
432544,DCINSIDE,chartanalysis,도지 1달러는 정해진 운명,,POSITIVE,90,80,False,gemini-3.6-flash
432547,COINPAN,free,두타 탈모약 정말 성기는 저하 심해??,,NEUTRAL,95,0,False,gemini-3.6-flash
432545,DCINSIDE,chartanalysis,TA 박사학위인 내말 들엇으면,,NEUTRAL,50,0,False,gemini-3.6-flash
432546,DCINSIDE,chartanalysis,대체 무슨 싸움을 하고 있는 건가요?,,NEUTRAL,60,0,False,gemini-3.6-flash
432548,COINPAN,free,익절 완료,,POSITIVE,90,60,False,gemini-3.6-flash
432543,DCINSIDE,bitcoins_new1,프롬 부릉부릉,,POSITIVE,80,60,False,gemini-3.6-flash
432510,DCINSIDE,chartanalysis,9시까지 잘 버텼다 롱 동료들아,,POSITIVE,85,60,False,gemini-3.6-flash
432512,COINPAN,free,풀펀비 횡보 ㅈ같네 스토리지 ㅋㅋㅋㅋ,,NEGATIVE,90,-60,False,gemini-3.6-flash
432507,DCINSIDE,bitcoins_new1,이제 크립토로 싸이클 전환임,,POSITIVE,90,80,False,gemini-3.6-flash
432508,DCINSIDE,bitcoins_new1,님들 오늘 얼마 벌엇음????????????????????????????,,NEUTRAL,60,0,False,gemini-3.6-flash
432513,COINPAN,free,레이디움 풀숏  이제 울 때가 되었다,,NEGATIVE,85,-75,False,gemini-3.6-flash
432514,COINPAN,free,조만간 남침하겠다 분위기가,,NEGATIVE,75,-60,False,gemini-3.6-flash
432509,DCINSIDE,bitcoins_new1,고정수입이 있다고 공개된 게시판에 적어야 한다 그러면,,NEUTRAL,60,0,False,gemini-3.6-flash
432515,COINPAN,free,제미나이가 클래리티 법안,,NEUTRAL,60,0,False,gemini-3.6-flash
432516,COINPAN,free,리플 3000원 언제가냐?,,NEUTRAL,75,20,False,gemini-3.6-flash
432185,DCINSIDE,chartanalysis,와플대학ㄱ,,NEUTRAL,40,0,False,gemini-3.6-flash
432186,DCINSIDE,chartanalysis,업비트 대표 송치형인가 장부 자전거래 돌려도 무죄였잖아,,NEUTRAL,80,0,False,gemini-3.6-flash
432187,DCINSIDE,chartanalysis,난모네! 난모네!,,NEUTRAL,40,0,False,gemini-3.6-flash
432190,COINPAN,free,배달하는데 몸이 왜힘듬?,,NEUTRAL,60,0,False,gemini-3.6-flash
432183,DCINSIDE,bitcoins_new1,박원순 차기 대선 나갔으면 당선이다...jpg,,NEUTRAL,60,0,False,gemini-3.6-flash
432188,DCINSIDE,chartanalysis,TA 9시정각에 개같이떨귤예정입니다,,NEGATIVE,85,-70,False,gemini-3.6-flash
432191,COINPAN,free,제주도 무비자 입국 외국인 육지 이동 허용추진,,NEUTRAL,95,0,False,gemini-3.6-flash
432184,DCINSIDE,bitcoins_new1,크립토 야호~~,,POSITIVE,90,80,False,gemini-3.6-flash
432189,DCINSIDE,chartanalysis,숏잡을 생각만하게되네,,NEGATIVE,85,-65,False,gemini-3.6-flash
432147,DCINSIDE,bitcoins_new1,내가 통장에 돈이 마이너스이기 때문이다 한국은 여행하면 거지되는거,,NEGATIVE,95,-85,False,gemini-3.6-flash
432154,COINPAN,free,9월은 역사적으로 대불장의달입니다.,,POSITIVE,85,70,False,gemini-3.6-flash
432153,COINPAN,free,이번시즌은 이더파이냐 ㄲㄲ,,POSITIVE,85,60,False,gemini-3.6-flash
432152,COINPAN,free,요번에 아이폰18pro 사전예약하는 형있어?,,NEUTRAL,95,0,False,gemini-3.6-flash
432150,DCINSIDE,chartanalysis,솔직히 시장이 5000억 청산당하면,,NEUTRAL,60,-10,False,gemini-3.6-flash
432148,DCINSIDE,bitcoins_new1,최대한 막아본다 외국인이 한국오면 거지가 된다 반드시,,NEGATIVE,85,-70,False,gemini-3.6-flash
432156,COINPAN,free,키는 진짜 엄마키 많이따라가는듯,,NEUTRAL,95,0,False,gemini-3.6-flash
432155,COINPAN,free,마라롱쌰 어디까지갈까?,,NEUTRAL,70,0,False,gemini-3.6-flash
432151,DCINSIDE,chartanalysis,금지어 조언,,NEUTRAL,60,0,False,gemini-3.6-flash
432149,DCINSIDE,bitcoins_new1,연휴마다 관광객이 들어와서 사람들이 힘들지 않게 컴퓨터가,,NEUTRAL,60,0,False,gemini-3.6-flash
432112,DCINSIDE,bitcoins_new1,롱숏 모르면 하락장은 무조건 손해,,NEUTRAL,85,-10,False,gemini-3.6-flash
432117,COINPAN,free,이클 오늘 2만4천원 가보자,,POSITIVE,90,75,False,gemini-3.6-flash
432113,DCINSIDE,bitcoins_new1,아무튼 이번달도 전원 생존하고 모든 가족이 행복하길 바란다,,POSITIVE,85,60,False,gemini-3.6-flash
432120,COINPAN,free,비트샀으면 편안하자나 롱도숏도,,POSITIVE,85,60,False,gemini-3.6-flash
432119,COINPAN,free,알트농사 1댤전,,NEUTRAL,60,0,False,gemini-3.6-flash
432118,COINPAN,free,트럼프 개 ㅈ댔네 레임덕 가즈아?,,NEUTRAL,60,10,False,gemini-3.6-flash
432114,DCINSIDE,bitcoins_new1,아직도 모르겠어? 먹는 사람은 따로 있어..,,NEGATIVE,85,-60,False,gemini-3.6-flash
432121,COINPAN,free,대구 배민 다이아 라이서 마감. 놀았음.ㅎ,,NEUTRAL,80,0,False,gemini-3.6-flash
432116,DCINSIDE,chartanalysis,사실 시장지표는 아무의미없음,,NEUTRAL,70,0,False,gemini-3.6-flash
432115,DCINSIDE,bitcoins_new1,플록 꿈틀대네 좀 사볼까,,POSITIVE,75,50,False,gemini-3.6-flash
432085,DCINSIDE,bitcoins_new1,스토리지 잘가세요~~,,NEGATIVE,85,-70,True,gemini-3.6-flash
432091,COINPAN,free,이더파이 개떡상중 이클 오늘 일내보자,,POSITIVE,95,85,False,gemini-3.6-flash
432086,DCINSIDE,bitcoins_new1,무방비 미연...jpg,,NEUTRAL,30,0,False,gemini-3.6-flash
432089,DCINSIDE,chartanalysis,주말큰방향한번나와다오,,NEUTRAL,75,10,False,gemini-3.6-flash
432092,COINPAN,free,내가 보는 관점은 하락인데...과거 모습은 상방이네,,NEUTRAL,75,0,False,gemini-3.6-flash
432087,DCINSIDE,bitcoins_new1,컴퓨터가 결과를 미리 예측해서 사는게 힘들다 자꾸 돈쓰라고,,NEGATIVE,75,-40,False,gemini-3.6-flash
432093,COINPAN,free,기혼과 미혼의 체감 차이는 이거네ㅋㅋ,,NEUTRAL,60,0,False,gemini-3.6-flash
432088,DCINSIDE,bitcoins_new1,아무튼 모든 회사가 잘 되길 바랄게 오류가 나니까,,NEGATIVE,75,-40,True,gemini-3.6-flash
432090,DCINSIDE,chartanalysis,이번 숏 진입하는 근거 한번 적어봣습니다,,NEUTRAL,90,0,False,gemini-3.6-flash
432068,DCINSIDE,bitcoins_new1,바닥 찍고 불장 신호옴 드가자!,,POSITIVE,95,85,False,gemini-3.6-flash
432094,COINPAN,free,오늘 이클 2만원가야제,,POSITIVE,85,60,False,gemini-3.6-flash
432069,DCINSIDE,bitcoins_new1,한번만 도와주세요,,NEGATIVE,60,-40,False,gemini-3.6-flash
432072,DCINSIDE,chartanalysis,바낸은 청산가가 왜이리 낮음??,,NEUTRAL,90,0,False,gemini-3.6-flash
432073,DCINSIDE,chartanalysis,자동매매 아이디어,,NEUTRAL,90,0,False,gemini-3.6-flash
432078,COINPAN,free,질문안받습니다,,NEUTRAL,60,0,False,gemini-3.6-flash
432074,DCINSIDE,chartanalysis,주말되돌림장퇴갤.,,NEGATIVE,90,-75,False,gemini-3.6-flash
432070,DCINSIDE,bitcoins_new1,형이 딱말해줄께!,,NEUTRAL,40,0,False,gemini-3.6-flash
432075,DCINSIDE,chartanalysis,아 스트레스 받아서 포지션 기습 종료,,NEGATIVE,90,-70,False,gemini-3.6-flash
432071,DCINSIDE,bitcoins_new1,누가 돈버는동안 똑같이 생긴 애가 힘들고 있어,,NEUTRAL,60,0,False,gemini-3.6-flash
432076,DCINSIDE,chartanalysis,비트웨이 오늘 사고친다 ........ 조심햇,,POSITIVE,80,60,False,gemini-3.6-flash
432077,DCINSIDE,chartanalysis,생각,,NEUTRAL,40,0,False,gemini-3.6-flash
432060,DCINSIDE,chartanalysis,TA 6000숏 슈우웃,,POSITIVE,85,70,False,gemini-3.6-flash
432056,DCINSIDE,bitcoins_new1,운전하면 자꾸 차로 누가 달려드는데 그게 너무 힘들다,,NEUTRAL,80,-10,False,gemini-3.6-flash
432061,DCINSIDE,chartanalysis,이더파이 어제 줄먹했는데 오늘이 진짜네,,POSITIVE,85,60,False,gemini-3.6-flash
432062,DCINSIDE,chartanalysis,Bhc ㅈㄴ 할인하는거 왜 안말해줌,,NEUTRAL,60,0,False,gemini-3.6-flash
432057,DCINSIDE,bitcoins_new1,요즘 초코파이누가먹어?,,NEUTRAL,60,0,False,gemini-3.6-flash
432063,DCINSIDE,chartanalysis,저녁으로 수돗물내려먹음..,,NEGATIVE,90,-75,False,gemini-3.6-flash
432058,DCINSIDE,bitcoins_new1,특히 업비트 직원들이 계속 내꺼 쓰면서 돈번거 다알고있어,,NEGATIVE,80,-60,False,gemini-3.6-flash
432064,DCINSIDE,chartanalysis,이더 심상치않다고 했제,,POSITIVE,85,60,False,gemini-3.6-flash
432059,DCINSIDE,bitcoins_new1,트럼프빔 지나갑니다~!,,POSITIVE,85,70,False,gemini-3.6-flash
432048,COINPAN,free,바프 언제갈라,,NEUTRAL,60,0,False,gemini-3.6-flash
432042,DCINSIDE,bitcoins_new1,리스크 또 물렸다 ㅜㅜ,,NEGATIVE,95,-80,False,gemini-3.6-flash
432046,DCINSIDE,chartanalysis,아이폰 사전예약 20분전,,NEUTRAL,95,0,False,gemini-3.6-flash
432043,DCINSIDE,bitcoins_new1,이거 내가 한시간에 만원씩 쓰면서 매일 버티고 있는데,,NEGATIVE,85,-60,False,gemini-3.6-flash
432044,DCINSIDE,bitcoins_new1,다오를때 스퀴드 얘는 맨날내리냐,,NEGATIVE,90,-70,False,gemini-3.6-flash
432049,COINPAN,free,과연 비트코인의 역사는 반복될것인가?,,NEUTRAL,90,0,False,gemini-3.6-flash
432047,DCINSIDE,chartanalysis,오늘도 어제마냥 풀롱 하줫으면,,POSITIVE,85,70,False,gemini-3.6-flash
432045,DCINSIDE,bitcoins_new1,지금 아마 회사마치고 여기 게시판 누가 보는지,,NEUTRAL,85,0,False,gemini-3.6-flash
432025,DCINSIDE,bitcoins_new1,병신 ㅋㅋ 하락 중엔 280원에 사고 있네,,NEGATIVE,90,-70,True,gemini-3.6-flash
432039,COINPAN,free,플록아 형이 너만 주시하는 거 알면서 그래?,,POSITIVE,75,60,False,gemini-3.6-flash
432031,DCINSIDE,chartanalysis,도를 넘는 주말 이더 상승,,POSITIVE,85,65,False,gemini-3.6-flash
432032,DCINSIDE,chartanalysis,잘자콘 구걸 2트,,NEUTRAL,85,0,False,gemini-3.6-flash
432026,DCINSIDE,bitcoins_new1,아마 나한테 글쓰라고 하면 불교나 기독교머니일수도 있다,,NEUTRAL,60,0,False,gemini-3.6-flash
432033,DCINSIDE,chartanalysis,파산을 절대 당하지마,,NEGATIVE,85,-60,False,gemini-3.6-flash
432034,DCINSIDE,chartanalysis,다음주 1010빔 나올듯,,NEGATIVE,85,-70,False,gemini-3.6-flash
432027,DCINSIDE,bitcoins_new1,이제 크립토로 싸이클 전환임,,POSITIVE,90,80,False,gemini-3.6-flash
432028,DCINSIDE,bitcoins_new1,갤에서 리스크 280원에  사라고 하는놈들=,,NEUTRAL,60,-10,False,gemini-3.6-flash
432029,DCINSIDE,bitcoins_new1,컴이 어디로 집중하는지 체크만 하면 된다,,NEUTRAL,80,0,False,gemini-3.6-flash
432035,COINPAN,free,개 젓같은 ㅅㅋ 한테,,NEGATIVE,95,-80,False,gemini-3.6-flash
432030,DCINSIDE,bitcoins_new1,요새는 다 착하고 똑똑한 애들밖에 없기 때문이다 해인이처럼ㅎㅎ,,NEUTRAL,40,0,False,gemini-3.6-flash
432004,DCINSIDE,bitcoins_new1,착한 애들을 아주 나쁜 연기를 시켜서 힘들게 한다,,NEUTRAL,30,0,False,gemini-3.6-flash
432008,DCINSIDE,chartanalysis,황더리움 ㄷㄷ,,POSITIVE,80,60,False,gemini-3.6-flash
432005,DCINSIDE,bitcoins_new1,리스크 280원에 사라는 놈들=,,NEGATIVE,85,-60,False,gemini-3.6-flash
432006,DCINSIDE,bitcoins_new1,힘들어도 착한애가 이기게 하는데 이 기계가,,NEUTRAL,40,0,False,gemini-3.6-flash
432009,DCINSIDE,chartanalysis,비트만 하라는 새끼들 들어오셈,,NEGATIVE,85,-60,False,gemini-3.6-flash
432010,DCINSIDE,chartanalysis,어제 줄먹할걸,,NEGATIVE,85,-40,False,gemini-3.6-flash
432007,DCINSIDE,bitcoins_new1,상열아 힘들지 힘을 내 너가 벤츠를 막고 있자나,,POSITIVE,85,70,True,gemini-3.6-flash
432013,COINPAN,free,전라도,,NEUTRAL,30,0,False,gemini-3.6-flash
432014,COINPAN,free,님덜 클래리티 안되면 폭락예상??,,NEUTRAL,65,-25,False,gemini-3.6-flash
432012,COINPAN,free,c발 하루종일  스토리지  쳐물렸다고 징징징,,NEGATIVE,85,-60,False,gemini-3.6-flash
432011,DCINSIDE,chartanalysis,잘자콩 부탁해유,,POSITIVE,75,50,False,gemini-3.6-flash
431997,DCINSIDE,chartanalysis,아 하리 냄새나는디 갈아탈까 했는디,,NEUTRAL,60,-10,False,gemini-3.6-flash
431998,DCINSIDE,chartanalysis,모든알트가 5배 10배씩 오르는 알트장주세요,,POSITIVE,85,70,False,gemini-3.6-flash
432015,COINPAN,free,스토리지 펀비때메 못살겠네 6번째 2퍼씩 뜯긴다,,NEGATIVE,95,-75,False,gemini-3.6-flash
431992,DCINSIDE,bitcoins_new1,크립토 야호~~,,POSITIVE,90,80,False,gemini-3.6-flash
431999,DCINSIDE,chartanalysis,랍스터 지금 이빠이인데 왜 아무도 언급이 없음?,,POSITIVE,85,60,False,gemini-3.6-flash
431993,DCINSIDE,bitcoins_new1,개 샹렬의 새끼가 스토킹 해킹 별짓 가 하네 병신이,,NEGATIVE,95,-90,False,gemini-3.6-flash
432002,COINPAN,free,하락세 시작했는데 못느낀 호구없제?,,NEGATIVE,90,-75,True,gemini-3.6-flash
432001,DCINSIDE,chartanalysis,하 우울증 걸라겠노 씨 벙,,NEGATIVE,95,-85,False,gemini-3.6-flash
431994,DCINSIDE,bitcoins_new1,세력1팀 리스크형이야 글로벌 너 뭐냐?,,NEUTRAL,60,0,False,gemini-3.6-flash
431995,DCINSIDE,bitcoins_new1,코인  세력새키들  사기치고  개미돈 털어먹는거에만 집중이구만,,NEGATIVE,95,-85,False,gemini-3.6-flash
431996,DCINSIDE,bitcoins_new1,아니 긍까 흐르면 사준다구,,POSITIVE,85,60,False,gemini-3.6-flash
431588,COINPAN,free,리스크,,NEUTRAL,30,0,False,gemini-3.6-flash
431579,COINPAN,free,트리하우스가 리스크땜시 제자리  빼박이네,,NEGATIVE,85,-60,False,gemini-3.6-flash
431581,COINPAN,free,질문안받습니다,,NEUTRAL,60,0,False,gemini-3.6-flash
431580,COINPAN,free,랖스타 힘좆네,,POSITIVE,85,65,False,gemini-3.6-flash
431576,DCINSIDE,chartanalysis,비트 롱무지 개많네,,NEGATIVE,75,-40,False,gemini-3.6-flash
431577,DCINSIDE,chartanalysis,킹더리움,,POSITIVE,60,50,False,gemini-3.6-flash
431578,DCINSIDE,chartanalysis,코인과세 따문에 쫄아서 태국에 계좌 하나 파둠 ㅇㅇ,,NEGATIVE,75,-40,False,gemini-3.6-flash
431575,DCINSIDE,bitcoins_new1,아직도 모르겠어? 먹는 사람은 따로 있어..,,NEGATIVE,85,-60,False,gemini-3.6-flash
431569,COINPAN,free,내일 빅쇼트 느낌이다,,NEGATIVE,85,-70,False,gemini-3.6-flash
431564,DCINSIDE,bitcoins_new1,걍 사지 말고 돈 벌지마 ㅇㅇ 개답답해서 진짜,,NEGATIVE,85,-60,False,gemini-3.6-flash
